tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
569606467646578688,negative,1.0,Customer Service Issue,0.6829999999999999,American,,SraJackson,,0,@AmericanAir hey! Tried calling customer service and was told there's a 2 hour wait. This has been for the past 4 hours. Thanks! You suck!,,2015-02-22 13:15:39 -0800,New Jersey,Eastern Time (US & Canada)
569606374591746050,negative,0.6684,Lost Luggage,0.3419,American,,RafaelBertorell,,0,@AmericanAir since we are leaving tomorrow to miami can you do one thing right and deliver the bags to the airport?,,2015-02-22 13:15:17 -0800,,
569606248095576064,negative,1.0,Flight Attendant Complaints,0.3648,American,,jddowsett,,0,@AmericanAir but have been yet to receive assistance from one of your agents in securing a new connection. Many will now miss work tomorrow.,,2015-02-22 13:14:46 -0800,"PA, NY & HI",Quito
569606226880929792,negative,0.659,Customer Service Issue,0.659,American,,otisday,,0,@AmericanAir @cheerUPDATES So you're saying the call center is understaffed?,,2015-02-22 13:14:41 -0800,Pekin,Eastern Time (US & Canada)
569606135960858624,neutral,0.6545,,0.0,American,,kelseybiscoe,,0,@AmericanAir I've been trying to change frm AA 2401 to LAX at 6:50am MONDAY morning then AA 2586 from LAX to FAT to flight AA 1359?#helpAA,,2015-02-22 13:14:20 -0800,,
569606093393010688,neutral,1.0,,,American,,mareyes15,,0,@AmericanAir are flights from Columbus Ohio to Dallas Texas Cancelled Flighted?,,2015-02-22 13:14:10 -0800,,Eastern Time (US & Canada)
569605935280336896,negative,1.0,Flight Booking Problems,0.7115,American,,otisday,,0,"@AmericanAir @naomi_cooper Are you out of your mind, AA? What is the point of this Twitter acct? Form letters in 140 characters or less?",,2015-02-22 13:13:32 -0800,Pekin,Eastern Time (US & Canada)
569605930146353152,negative,1.0,Late Flight,1.0,American,,jddowsett,,0,@AmericanAir  many have missed connections already b/c of delayed flight which will finally board soon,,2015-02-22 13:13:31 -0800,"PA, NY & HI",Quito
569605928636407808,neutral,0.6393,,0.0,American,,SmithsAreRare,,0,@AmericanAir On flt 1627 from DFW to FAT on 2/23 and it was 86'd. Can you rebook me on the 1359 flight tonight? Can't get through on phone.,,2015-02-22 13:13:30 -0800,L-Town,Central Time (US & Canada)
569605877512024064,negative,1.0,Customer Service Issue,0.3469,American,,BDinDallas,,0,@AmericanAir I wasn't important this morning when you would not seat my wife and I together or allow me to choose seats at Flight Booking Problems!!,,2015-02-22 13:13:18 -0800,"Dallas, Texas",Eastern Time (US & Canada)
569605699308818432,negative,1.0,Customer Service Issue,0.6475,American,,RafaelBertorell,,0,"@AmericanAir i dont believe it, it has been impossible for your agents to get an update from the delivery company since yesterday at 11 am",,2015-02-22 13:12:36 -0800,,
569605602961281024,negative,1.0,Flight Attendant Complaints,0.66,American,,jddowsett,,0,@AmericanAir yet there are plenty of available AA agents at gates nearby who say they are unable to help customers from our flight.,,2015-02-22 13:12:13 -0800,"PA, NY & HI",Quito
569605452230754305,negative,1.0,Late Flight,0.6863,American,,otisday,,0,"@AmericanAir @BDinDallas The personal touch you're known for, AA. Other cool perks: blaming understaffing on weather. And 3 hr hold times.",,2015-02-22 13:11:37 -0800,Pekin,Eastern Time (US & Canada)
569605359406485504,negative,1.0,longlines,1.0,American,,jddowsett,,0,"@AmericanAir been waiting in line for over an hour in San Antonio, barely moved &amp; only two agents. 30 in front of me &amp; at least 40 behind.",,2015-02-22 13:11:15 -0800,"PA, NY & HI",Quito
569605022197153792,positive,0.6593,,,American,,wesleytravis,,0,@AmericanAir my return flight is scheduled on Wednesday; AA138 I believe.  Thanks for the help!,"[44.26313964, -69.78197616]",2015-02-22 13:09:54 -0800,"Webster Groves, MO",
569604994825105408,negative,1.0,Customer Service Issue,0.7094,American,,Cameratown,,0,@AmericanAir. You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.,,2015-02-22 13:09:48 -0800,"Boston, MA",Eastern Time (US & Canada)
569604909571678208,negative,1.0,Customer Service Issue,1.0,American,,Kaywillsmith,,0,@AmericanAir ....I am on attempt #6 and hour #10 of calling and being put on hold.  Not feeling confident that I will ever get through...,,2015-02-22 13:09:27 -0800,The City of Big Shoulders,Central Time (US & Canada)
569604904689340416,negative,1.0,Customer Service Issue,1.0,American,,JonGilsonAF,,0,"@AmericanAir bought a ticket on @SouthwestAir. After two days, your ""team"" couldn't share the data needed to get me to my next meeting.",,2015-02-22 13:09:26 -0800,"Boston, MA",
569604777962643457,negative,1.0,Late Flight,1.0,American,,erina_jones,,0,@AmericanAir thanks for the response. I know it's not your fault... But Im in ORD in T5 and hungry if you want to stop by ✈️✌️,,2015-02-22 13:08:56 -0800,London,
569604674715693057,negative,0.6711,Flight Booking Problems,0.3479,American,,LIGal19,,0,@AmericanAir cut it. Put me on a flt tomorrow.,,2015-02-22 13:08:31 -0800,"ÜT: 40.881241,-73.107717",Quito
569604659712811009,negative,1.0,Customer Service Issue,1.0,American,,JWinakor,,0,@AmericanAir nah u boofin u dont talk like any humans i know. Respond like u actually have a brain. And again i dont want customer relations,,2015-02-22 13:08:28 -0800,,
569604466757865472,negative,1.0,Cancelled Flight,0.5057,American,,LIGal19,,0,@AmericanAir I have no transportation to and going to some other city and getting to NY sometime on Wed?! I'm sorry that's not gonna cut,,2015-02-22 13:07:42 -0800,"ÜT: 40.881241,-73.107717",Quito
569604453462110208,negative,1.0,Lost Luggage,0.6814,American,,agirlnamedfrank,,0,"@AmericanAir because of you, I am doing the one thing I tried to avoid. Thank you for sending me to baggage claim.",,2015-02-22 13:07:39 -0800,Brooklyn,Eastern Time (US & Canada)
569604425238454273,negative,1.0,Flight Booking Problems,0.5561,American,,LIGal19,,0,@AmericanAir my flt is at 7a tom. I have now rec'd notification that I'm going out from some other airport,,2015-02-22 13:07:32 -0800,"ÜT: 40.881241,-73.107717",Quito
569604400479649792,neutral,0.6613,,0.0,American,,Kaywillsmith,,0,@AmericanAir how does one book a ticket online and put it on hold?  Does that require that I pay for the ticket?,,2015-02-22 13:07:26 -0800,The City of Big Shoulders,Central Time (US & Canada)
569604354703020032,negative,1.0,Customer Service Issue,1.0,American,,csb2107,,0,@AmericanAir can you help me with a reservation? cant get through on the phone,,2015-02-22 13:07:15 -0800,,
569604330229092352,negative,1.0,Customer Service Issue,0.6188,American,,CavaTed,,0,@AmericanAir ask the 10 people you left behind at Miami airport because you guys could not wait 5 minutes and ... http://t.co/XPM98Igqjn,,2015-02-22 13:07:09 -0800,Washington DC,Eastern Time (US & Canada)
569604328153083904,negative,1.0,Late Flight,0.6849,American,,farazq,,1,"@AmericanAir can you do anything to get #AA953 moving? Been almost 24 hrs and hundreds at jfk upset, tired and want to get to BA.","[40.80718573, -73.95477259]",2015-02-22 13:07:09 -0800,"New York, NY",Quito
569604243226652672,negative,1.0,Can't Tell,0.6826,American,,Texomagal5,,0,@AmericanAir more of the insane treatment by your customers,"[38.5369071, -106.9349375]",2015-02-22 13:06:48 -0800,,Eastern Time (US & Canada)
569604176960827392,negative,0.705,Customer Service Issue,0.705,American,,gorbell,,0,@americanair Help!  I need to speak to a live agent before I lose my online reservation being held.,,2015-02-22 13:06:33 -0800,"Santa Maria, Califoria",Pacific Time (US & Canada)
569604173236477952,negative,1.0,Customer Service Issue,0.7159,American,,otisday,,0,"@AmericanAir @_emmaclifford No. At JFK you sort of have to guess things out. It's a small airport, so whatever.",,2015-02-22 13:06:32 -0800,Pekin,Eastern Time (US & Canada)
569604083507556353,negative,1.0,Flight Attendant Complaints,0.6766,American,,Texomagal5,,0,@AmericanAir is this how you let your employees treat your loyal customers? #attackingbabymomma #crazinessintherockies,"[38.538038, -106.9370467]",2015-02-22 13:06:10 -0800,,Eastern Time (US & Canada)
569603991551782913,positive,0.6401,,,American,,HybridMovementC,,0,@AmericanAir  Mad love http://t.co/4ojrSDWPkK NYC-,,2015-02-22 13:05:48 -0800,"everywhere, all the time.",
569603962233622528,positive,0.3646,,0.0,American,,agirlnamedfrank,,0,"@AmericanAir thanks for forcing me to check -in my carry - on luggage. That is exactly why I spent extra money on ""travel size"" toiletries",,2015-02-22 13:05:41 -0800,Brooklyn,Eastern Time (US & Canada)
569603590349848576,negative,1.0,Can't Tell,0.6431,American,,otisday,,0,"@AmericanAir @ejacqui If you updated the screens, then people would know the Late Flightst info, good or bad. And that wouldn't work because...",,2015-02-22 13:04:13 -0800,Pekin,Eastern Time (US & Canada)
569603156927246336,negative,1.0,Flight Booking Problems,0.6964,American,,JasonShaw2,,2,@AmericanAir missing a full days of work thanks guys,,2015-02-22 13:02:29 -0800,Belleville,Eastern Time (US & Canada)
569603127223066624,negative,1.0,Customer Service Issue,1.0,American,,rebeccabw,,0,@AmericanAir Trying to find out if flight #340 DFW to HOU is on tonight. Exec platinum desk not calling back and online info not clear.,,2015-02-22 13:02:22 -0800,"Dallas, Texas",Central Time (US & Canada)
569602798867881985,negative,1.0,Customer Service Issue,0.6531,American,,DanielLassman,,0,.@AmericanAir I can't even get on the phone with your reservations team. The system automatically disconnects us.,,2015-02-22 13:01:04 -0800,"Ocean Ridge, FL",Eastern Time (US & Canada)
569602682505138176,negative,1.0,Flight Booking Problems,0.6538,American,,nubzjubz,,0,@AmericanAir Flight Cancelled Flighted and rebooked but agent made a mistake and booked wrong date! Been trying to get through via phone for hours!!,,2015-02-22 13:00:36 -0800,,Eastern Time (US & Canada)
569602563261276160,negative,1.0,Customer Service Issue,0.6589,American,,otisday,,0,"@AmericanAir @russelneiss No, American. This is simple. How about YOU call HER back with the info for her new flight. Basic customer service",,2015-02-22 13:00:08 -0800,Pekin,Eastern Time (US & Canada)
569602295224246272,negative,1.0,Lost Luggage,1.0,American,,GMFujarski,,0,@AmericanAir I have looked and I was told it was in Guatemala last night. No record of anywhere today. I need my clothing for work tomorrow.,,2015-02-22 12:59:04 -0800,,
569602069335838720,negative,1.0,Customer Service Issue,1.0,American,,otisday,,0,"@AmericanAir Cool, a canned response. Nah, I think I'll keep tweeting at everyone who mentions AA on Twitter. You could DM me, though.",,2015-02-22 12:58:10 -0800,Pekin,Eastern Time (US & Canada)
569602057285574656,negative,1.0,Flight Booking Problems,0.6626,American,,jweslo,,0,@AmericanAir please fix your mobile and desktop site to allow Canadians to select a passenger when checking in. Thanks.,,2015-02-22 12:58:07 -0800,Brantford,
569601934853873664,negative,1.0,Customer Service Issue,1.0,American,,rakugojon,,0,@AmericanAir tried ringing but told me to try again Late Flightr. I'm supposed to be leaving in an hour...,,2015-02-22 12:57:38 -0800,San Francisco,London
569601869598867456,positive,1.0,,,American,,mattlantz,,0,@AmericanAir You guys did an amazing job today! Know it’s hard; thanks to Kate Appleton for all her hard work reFlight Booking Problems my friends and me!,,2015-02-22 12:57:23 -0800,"Tyler, Texas",Central Time (US & Canada)
569601519663906819,negative,1.0,Late Flight,0.6925,American,,tj_carlson,,0,.@AmericanAir cover a rental car or refund our ticket? - I'll gladly drive 10 hrs home than be stuck here till Tues!,,2015-02-22 12:55:59 -0800,"Brookings, SD",Central Time (US & Canada)
569601363799359488,negative,1.0,Flight Attendant Complaints,1.0,American,,stevereasnors,,0,@AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!,,2015-02-22 12:55:22 -0800,Los Angeles,Pacific Time (US & Canada)
569601354118905859,negative,1.0,Can't Tell,0.3606,American,,ronrisman,,0,@AmericanAir   You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.,,2015-02-22 12:55:20 -0800,New England,Central Time (US & Canada)
569601337882755073,neutral,1.0,,,American,,elizabethlawley,,0,@AmericanAir yes and I would like a refund.,,2015-02-22 12:55:16 -0800,Chicago,Central Time (US & Canada)
569601332040089600,neutral,1.0,,,American,,SamuelWatkin,,0,@AmericanAir how realistic is it to make an 80 minute domestic to international transfer at JFK for a non US citizen?,,2015-02-22 12:55:14 -0800,"Maidstone, UK",London
569601094239825920,positive,1.0,,,American,,EricRoberts,,1,Eliza &amp; I cheated on u @AmericanAir with @AirTahitiNui &amp; it was a lovely flight. But we'll be back! Lots!,,2015-02-22 12:54:18 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
569600985007558656,positive,0.6868,,,American,,IoanGil,,0,@AmericanAir I hope you like the photo :) http://t.co/p7fSLuxEGW,,2015-02-22 12:53:52 -0800,,London
569600927394631680,negative,1.0,Customer Service Issue,0.7282,American,,otisday,,0,"@AmericanAir @sweetmel If weather is bad, wouldn't your folks try extra hard to communicate...or load bags onto flight 1320...or...anything?",,2015-02-22 12:53:38 -0800,Pekin,Eastern Time (US & Canada)
569600780048560128,negative,1.0,Bad Flight,0.3688,American,,sa_craig,,0,"@AmericanAir and how is this not a mechanical issue? All evidence points to the idea that it’s the ILS at CLL at fault, not the weather.",,2015-02-22 12:53:03 -0800,"College Station, TX",Central Time (US & Canada)
569600694388445184,negative,1.0,Cancelled Flight,0.6773,American,,otisday,,0,"@AmericanAir @CAexhibitions Sorry in, like, a general way? Or sorry that incompetence/understaffing is compounding weather issues?",,2015-02-22 12:52:42 -0800,Pekin,Eastern Time (US & Canada)
569600599588630529,neutral,1.0,,,American,,SentieriMelinda,,0,@AmericanAir please help us get home tomorrow!!!!!,,2015-02-22 12:52:20 -0800,,
569600462661554177,negative,1.0,Customer Service Issue,0.6887,American,,otisday,,0,"@AmericanAir @tennetexan Too bad there's only, like, 3 people on that team, then. Because this is next level unreal.",,2015-02-22 12:51:47 -0800,Pekin,Eastern Time (US & Canada)
569600295833116672,negative,1.0,Customer Service Issue,1.0,American,,otisday,,0,"@AmericanAir @marxsterbcow How is this a real life response to a customer service issue? Seriously. Keep trying to call us. Eh, might work.",,2015-02-22 12:51:07 -0800,Pekin,Eastern Time (US & Canada)
569600291290656768,negative,1.0,Bad Flight,0.6709999999999999,American,,shmitty03,,0,@AmericanAir fix the engine of flight AA3031so I don't spend all night in your airport so I can fly home tomorrow,"[33.64199395, -84.44238523]",2015-02-22 12:51:06 -0800,"Long Island, New York ",Quito
569600137296633856,positive,1.0,,,American,,douglaskgordon,,0,@AmericanAir Thank you.....you do the same!!,,2015-02-22 12:50:30 -0800,"Caribbean, New York and Miami.",Indiana (East)
569599978722746368,negative,1.0,Customer Service Issue,0.361,American,,otisday,,0,@AmericanAir @ActingOutMgmnt Just make sure they remember to load the bags onto the plane. They Cancelled Flight the flight when they forget...,,2015-02-22 12:49:52 -0800,Pekin,Eastern Time (US & Canada)
569599379893575680,negative,1.0,Customer Service Issue,0.6599,American,,otisday,,0,"@AmericanAir @brewcrewfan8 Is this real life, AA? Like, 2015 real life? You should be emailing/calling/DMing people you've inconvenienced.",,2015-02-22 12:47:29 -0800,Pekin,Eastern Time (US & Canada)
569599312671301633,negative,0.6474,Customer Service Issue,0.6474,American,,KeelyPerez,,0,@AmericanAir hey there me again from yesterday im still on hold,,2015-02-22 12:47:13 -0800,NEONgarden,Quito
569599269189107712,negative,1.0,Customer Service Issue,1.0,American,,tennetexan,,0,@AmericanAir weather is unavoidable. Understaffing is controllable,,2015-02-22 12:47:03 -0800,"Pilot Point, Republic of Texas",
569599116403036160,negative,1.0,Late Flight,0.6424,American,,skogsbergh,,0,"@AmericanAir Not only was 5418 Late Flight, but we've been boarded and waiting for over 30min. WTF?","[32.90771571, -97.04233322]",2015-02-22 12:46:26 -0800,Lake Arrowhead,
569598991463268352,negative,0.7257,Flight Attendant Complaints,0.3919,American,,otisday,,0,@AmericanAir @yvonneokaka When do I get my personal response and apology for your crew's having forgotten to load baggage onto my flight?,,2015-02-22 12:45:56 -0800,Pekin,Eastern Time (US & Canada)
569598942821744640,negative,0.6426,Cancelled Flight,0.6426,American,,KirstKV,,0,@AmericanAir All flts to JFK Cancelled Flightled Thx to UR agent at SFO Im rebooked on UA. Didn't get name. She was awesome!  #twitterhug #shesaidrun,,2015-02-22 12:45:45 -0800,,Central Time (US & Canada)
569598671420919808,negative,1.0,Customer Service Issue,0.6618,American,,jenrpblcn,,0,@AmericanAir I know.  After an hour I got a live person.  It messes up our arrival and car plans at two airports and is costing us more.,,2015-02-22 12:44:40 -0800,"Seattle, WA",Arizona
569598544379817984,neutral,0.6917,,0.0,American,,csb2107,,0,@AmericanAir I can't get ahold of aadvantage reservations.  I need to ticket a reservation that Cancelled Flights soon.  can you help?,,2015-02-22 12:44:10 -0800,,
569598406181695488,negative,1.0,Customer Service Issue,1.0,American,,jadedhippie09,,0,"@AmericanAir i was also told by agents my issues ""aren't their prob"" K fine. I get it. But have some compassion 4 others dealing w/this!!!",,2015-02-22 12:43:37 -0800,,
569598314825555968,negative,1.0,Flight Attendant Complaints,0.6282,American,,sigmanu56,,0,@AmericanAir What's the status at DFW? Ticket agent at gate A9 was very rude and unhelpful.,,2015-02-22 12:43:15 -0800,"Natchitoches, LA",
569598155999674368,negative,1.0,Flight Attendant Complaints,0.3555,American,,jadedhippie09,,0,@AmericanAir i was spoken 2 like I'm an idiot and that is not OK!! I don't need to deal w/ that esp after the travel experience I've had,,2015-02-22 12:42:37 -0800,,
569597962659110913,neutral,0.7241,,0.0,American,,kelseybiscoe,,0,@AmericanAir I am trying to switch my flight to AA 1359 I am currently on AA 2401 at 6:50am MONDAY morn then AA 2586! Help Me!!,,2015-02-22 12:41:51 -0800,,
569597885446270976,negative,1.0,Customer Service Issue,0.6379,American,,cataattack,,0,@AmericanAir I really hope it departs. They said is because the catering service wasnt available but we can see it next to plane doing nthin,,2015-02-22 12:41:33 -0800,"Buenos Aires, Argentina",Buenos Aires
569597742693154816,negative,1.0,Customer Service Issue,0.6733,American,,jadedhippie09,,0,@AmericanAir I understand weather is not your fault but ur cs reps are atrocious. I am NOT happy nor will I EVR fly w/ u again.,,2015-02-22 12:40:59 -0800,,
569597666025345024,negative,1.0,Customer Service Issue,0.3482,American,,bshelton68,,0,"@AmericanAir When I left Orlando, I was 2nd in line for standby. I land and I'm 4th. 'Priority members get first available seats'. Awesome.",,2015-02-22 12:40:40 -0800,Everett,Arizona
569597220871282690,negative,1.0,Customer Service Issue,0.6888,American,,sweetmel,,0,@AmericanAir You didn't respond to my DM. You tweeted the same canned tweet you're telling everyone else.,,2015-02-22 12:38:54 -0800,"Dallas, TX",Central Time (US & Canada)
569597072350978048,negative,1.0,Customer Service Issue,1.0,American,,sweetmel,,0,@AmericanAir I DMed you my AA &amp; phone #s &amp; you can't have someone call me? What was the point of your response? You didn't resolve anything!,,2015-02-22 12:38:19 -0800,"Dallas, TX",Central Time (US & Canada)
569596793941401601,negative,1.0,Customer Service Issue,0.6521,American,,rdaniel10,,0,@AmericanAir don't you guys have an email address? Just put me on the next available flight from ohare,,2015-02-22 12:37:12 -0800,,Eastern Time (US & Canada)
569596652622721024,negative,1.0,Late Flight,1.0,American,,billyrobbinscsp,,0,@AmericanAir But Eagle is always Late Flight,,2015-02-22 12:36:39 -0800,,Central Time (US & Canada)
569596515510956032,negative,0.6694,Customer Service Issue,0.3451,American,,angiedrich,,0,@AmericanAir I have never on all my trips on any airline ever nat'l or int'l ever experienced anything like this!,"[33.93939612, -118.38973148]",2015-02-22 12:36:06 -0800,"Santa Monica, CA",Pacific Time (US & Canada)
569596502558920707,negative,1.0,Customer Service Issue,1.0,American,,MeereeneseKnot,,0,"@AmericanAir your call center won't let me wait on hold, which I would happily do. Am I seriously supposed to just keep calling? Not great",,2015-02-22 12:36:03 -0800,,
569596420761604096,negative,1.0,Late Flight,1.0,American,,billyrobbinscsp,,0,@AmericanAir half hour Late Flight leaving DFW...no attempt at an explanation,,2015-02-22 12:35:43 -0800,,Central Time (US & Canada)
569596325076955137,negative,0.6667,Cancelled Flight,0.6667,American,,nicoeats,,0,@AmericanAir I'm on flight 1027 tomorrow that got Cancelled Flightled. Need to find an alternative to get to Dallas. Please help.,,2015-02-22 12:35:21 -0800,"Tokyo, Japan",Eastern Time (US & Canada)
